"x","y","z"
721,4522,18
494,1014,5
1185,1729,17
1172,3282,16
496,4899,13
512,2151,25
1270,5077,12
961,1434,11
1122,2918,23
395,2322,29
136,1661,33
156,3972,30
203,2306,13
700,4946,18
351,2244,10
154,5066,20
906,2209,11
940,495,13
191,1816,33
620,3995,18
422,4930,21
1202,1447,33
814,3374,15
937,2191,8
1309,3448,16
1316,3882,34
191,2004,19
934,1871,18
1390,542,8
1207,248,10
353,5070,30
458,3270,16
459,4707,9
610,3875,6
558,2999,18
1134,4523,29
1256,3516,9
276,3183,19
221,2603,32
1307,3907,14
1383,2918,23
566,2493,20
413,4531,32
1257,1951,33
759,2162,8
907,3810,17
1403,1546,21
292,664,30
1213,3702,18
1214,3078,17
1197,2618,25
1254,4359,26
1380,3387,25
804,3479,15
906,1700,12
1093,1276,22
1276,3797,9
1152,1652,24
592,2888,30
1367,3537,11
1305,4685,24
1289,1827,13
383,1876,6
789,4111,7
205,2065,7
774,1022,33
923,2278,32
705,4619,24
628,1346,25
1394,4388,22
1034,4449,19
1111,1649,10
491,2755,23
518,2003,5
1074,5100,15
216,4842,34
331,3586,7
1224,1676,6
771,2777,24
1102,2459,28
680,2950,6
1138,3552,13
744,3710,26
455,1725,22
1183,3919,30
450,1318,31
405,2192,25
1067,1465,33
498,4664,12
492,2332,32
505,2212,7
1230,3270,17
260,5255,17
727,2160,30
159,4882,17
179,1516,30
1348,2445,13
221,2562,24
1212,1148,16
362,1050,23
415,2279,22
174,5284,19
143,2634,33
954,2601,12
422,1031,8
825,489,11
886,4131,14
315,2478,23
1275,3837,13
314,2167,25
1407,521,17
814,3107,25
1426,2087,15
1367,366,6
1242,4850,31
738,906,10
74,4891,16
731,384,11
419,4058,20
1081,4316,22
1292,4824,21
302,2520,31
1249,2768,25
307,2088,30
1259,1871,8
147,940,19
1169,3210,20
1026,4655,7
131,2388,6
1375,2287,27
982,1715,21
1160,4469,18
175,4257,29
838,4979,20
754,3352,29
1185,2905,18
1340,3444,17
145,4889,27
1016,401,17
54,5447,32
810,4385,6
152,1138,17
722,2653,7
388,3437,29
719,4334,14
174,4351,33
382,619,12
833,2922,13
1066,2991,19
510,3269,29
155,1277,23
330,1268,12
92,5422,20
380,2646,14
1356,2993,31
1289,316,7
529,1174,15
634,2145,5
1326,1528,24
513,1165,30
830,4057,15
480,833,29
444,576,7
913,2965,20
674,4974,11
1200,3036,6
965,2369,16
1172,4713,20
1007,2901,32
1365,767,20
1149,4920,12
350,925,8
371,3060,24
1242,4542,25
140,2580,18
281,2262,22
662,3188,16
502,700,19
1088,2892,17
859,1653,14
1213,2629,19
120,4401,23
1074,235,7
1085,4935,13
249,861,19
266,3398,23
882,3015,34
1285,3138,31
753,2281,12
924,2359,20
1273,4616,27
768,2511,11
1156,1270,33
1269,3777,23
750,501,10
409,4600,30
817,3573,10
816,4441,11
791,4368,21
1069,603,15
728,1888,23
1230,522,10
740,1364,17
366,4314,8
1307,3669,8
212,1491,28
588,4494,14
296,886,24
1051,1866,13
1236,4908,24
1046,2467,25
473,499,12
353,5198,11
830,4026,15
901,3655,12
245,2596,9
1086,1963,33
1389,806,10
408,3142,24
1180,628,15
926,3836,12
1235,2390,14
687,730,17
516,3407,15
420,4419,33
1145,3810,29
929,4497,21
111,4832,16
686,1989,20
1233,210,15
990,1512,23
321,1881,26
681,2823,24
901,3288,24
935,2717,20
1091,3140,11
1365,4663,16
1258,3973,28
339,1899,23
1278,4529,33
632,1011,11
205,3225,23
820,3512,32
322,2591,19
604,4278,23
759,2428,21
1386,4475,6
272,3682,22
645,3380,12
1324,1788,12
313,3951,31
701,1465,28
772,2982,13
1305,438,6
1360,4884,22
798,3628,20
1464,353,15
800,1760,21
1370,4363,31
905,2374,21
410,2635,24
210,5203,14
1208,4623,33
362,3882,13
867,3490,24
1026,3020,20
920,1577,33
125,5490,14
1058,4205,33
181,4010,27
222,5099,7
216,5196,34
1114,4318,30
230,596,20
884,3994,22
1356,716,10
575,2392,19
370,3828,30
1128,2888,17
311,4995,23
635,3785,22
676,3296,28
252,4996,24
584,3826,15
844,1413,27
893,450,14
926,462,10
240,4695,9
640,585,17
534,2871,25
961,4569,26
1229,3489,16
1122,1964,12
727,2477,30
420,3867,27
240,4186,28
1072,3397,34
1423,4002,6
1372,1843,29
1349,4981,18
873,1049,14
1106,4673,13
242,5271,17
1238,2348,15
1052,1589,15
566,1213,8
216,1605,30
101,5264,9
712,1548,34
139,2579,18
658,1742,15
608,4362,31
960,2608,6
510,2228,14
390,4092,9
1330,2680,30
170,2009,27
974,3752,22
856,2739,16
1131,3452,15
295,1798,20
976,3512,7
874,4202,20
381,3937,24
333,4142,10
822,2801,13
1289,4761,17
903,5051,6
501,1827,24
640,3760,22
1090,1378,20
927,4106,19
885,2697,10
1065,3812,32
383,3861,12
664,353,7
673,4778,21
436,4476,26
1178,3995,23
238,3827,29
511,4089,14
906,3315,12
670,2428,27
1018,3591,22
312,1637,34
1010,2975,23
1095,4348,18
928,3984,8
372,2440,13
474,3103,17
310,1776,8
706,1722,28
1085,4490,10
688,2231,26
504,3154,30
551,2833,11
322,1799,29
241,1679,12
1301,1291,19
967,2906,24
335,1535,24
1438,2467,6
1234,1682,8
904,2009,19
1097,588,12
1132,2040,10
930,1644,8
1004,1819,24
215,1939,14
416,3552,7
432,514,17
1328,3363,13
808,1392,23
662,3087,16
438,3096,15
532,4098,16
1215,4439,19
255,591,17
1022,787,15
1052,4663,7
361,5268,15
634,2600,18
386,3681,20
816,2819,29
424,2814,23
684,1529,15
537,2640,26
521,3163,15
536,5070,25
928,4352,35
1315,3034,7
1262,4968,34
106,978,26
985,2414,29
571,622,15
554,3447,17
1454,1116,13
840,2346,12
1186,2822,7
752,1218,34
259,726,6
385,1353,14
484,1521,7
403,5047,18
977,1740,24
365,3602,22
444,4303,33
1157,4973,31
466,3723,14
688,1289,19
1114,4958,10
1284,4681,20
1377,4762,23
893,4147,14
955,2254,29
1212,916,15
933,1612,13
196,1800,11
1074,4706,14
515,3508,32
764,4676,11
1348,5017,20
260,4621,25
642,4212,33
210,3550,5
1172,2707,8
1342,3752,14
1308,4666,21
192,1773,7
1086,2513,27
487,4328,23
781,3019,21
1312,4287,24
1043,1788,32
756,4924,15
922,1228,16
379,4432,22
506,1971,14
1354,2481,22
1168,1261,13
1099,2312,12
198,983,6
1340,3545,12
1045,985,6
159,3283,30
1066,1750,9
101,5112,16
881,4584,13
593,1641,10
531,1970,24
638,4555,23
169,3394,16
770,2376,31
1248,982,33
930,1290,9
174,1237,13
164,1310,14
710,3045,10
334,4626,31
1314,4618,27
973,5037,21
638,2031,6
1120,3756,27
1053,2490,23
786,3673,30
616,1494,10
102,1759,20
179,3848,5
326,3258,17
424,3281,6
437,3776,6
986,2933,22
536,3030,5
1054,4423,19
470,4622,27
1271,204,15
736,3492,25
931,4067,32
353,1432,12
89,3310,18
876,2685,30
946,4870,25
445,1731,8
792,1926,14
1062,4000,17
778,3152,30
130,1562,15
1093,2529,27
1364,618,18
419,2814,15
57,3159,18
1376,1396,29
474,2559,25
810,4250,32
1226,4700,27
1299,3156,12
264,1257,7
1103,875,6
668,2217,17
1144,788,15
839,2351,28
541,1164,27
1162,2496,31
522,580,19
790,522,12
265,3818,5
572,5078,7
1367,5107,16
783,3054,9
105,1028,21
526,3368,32
88,3026,15
751,2946,31
831,2583,30
418,4308,19
819,2244,13
397,804,27
318,3467,10
788,3137,20
1230,2750,13
374,3121,6
522,2546,14
248,3890,21
1001,3540,16
124,1330,33
449,3362,12
1245,4962,16
465,3895,16
369,1534,9
908,2185,30
1341,1235,7
1384,3702,30
1386,4742,14
282,4546,6
908,990,13
676,1596,7
240,2677,10
644,3926,24
184,4897,8
618,1654,33
1030,3263,26
966,3264,24
176,4416,9
523,4934,8
1160,4306,32
1035,2526,14
471,1939,13
315,3381,34
1305,4032,5
1171,2759,29
952,1906,30
594,2669,11
131,2331,16
380,3784,18
812,705,17
1212,4842,6
1306,387,24
844,5024,9
589,4699,14
936,1652,9
131,4027,25
1002,4406,9
833,3541,7
974,2966,23
854,2858,27
811,2044,15
403,2054,12
153,4259,16
802,1578,28
819,2723,21
312,3266,24
1285,3327,19
1045,2425,18
61,1685,33
87,2921,33
1044,3477,7
263,2047,21
520,2285,34
1079,5091,27
114,4863,8
763,1704,8
730,4384,34
394,4070,22
778,1992,13
854,1392,21
392,739,28
875,1144,8
70,4171,17
1001,5085,8
1031,4506,34
1344,4723,33
923,1304,17
981,910,10
779,3953,6
817,1236,13
923,1159,12
66,4919,21
1141,2346,15
203,2281,18
464,4202,34
911,3737,14
1339,5104,7
694,1697,17
332,2246,25
763,2020,13
564,636,9
1301,3728,18
643,1586,31
802,3664,32
857,2896,10
1311,1616,22
1420,2092,12
1384,4243,19
656,1441,17
572,3899,10
282,3600,33
217,4378,13
340,2947,30
349,4169,9
926,2715,16
1028,4846,13
1282,4978,13
96,3909,34
1255,4309,23
486,1334,19
1134,5104,17
284,2037,17
689,1386,28
454,4468,13
500,2245,5
993,2585,11
1246,4361,34
960,278,12
324,856,29
1217,2062,34
981,2966,18
1186,5004,26
228,661,26
622,1853,15
1155,4376,33
1054,4509,13
152,4058,14
1146,3484,8
1169,1835,13
159,3736,16
584,1826,23
299,1963,27
435,1101,17
600,1378,12
842,2964,16
1043,2544,13
105,839,18
462,2769,11
505,3364,30
590,5049,17
800,1451,16
476,3720,6
998,4003,23
1231,2564,24
1050,4941,21
930,2183,23
387,2657,5
218,5232,19
338,3045,8
126,4968,13
640,4016,26
1182,4080,13
743,416,19
1203,3624,25
1433,2071,11
225,1452,18
1228,1965,30
1044,3125,22
636,5034,11
1353,3476,19
1222,2554,30
372,5039,9
156,1951,34
414,3076,33
1390,3119,14
551,1221,21
378,4574,27
1308,356,12
1248,4996,22
731,3461,22
231,3802,6
692,3806,14
1186,4232,19
167,2311,33
1024,4416,12
727,2238,20
528,4917,7
339,2184,25
337,3768,16
1359,4370,29
180,3112,9
693,1976,18
1249,3354,15
923,1794,7
1190,5024,17
1384,2151,31
439,688,12
838,922,13
1128,432,10
1054,2562,27
1400,3387,16
1385,3342,25
834,663,10
149,2608,15
1292,222,14
912,4943,19
915,3356,12
1340,2495,23
906,2232,22
1121,734,27
183,4892,23
1253,1227,12
1253,4459,27
366,5157,23
842,3548,7
730,4364,16
795,3396,26
964,876,29
1418,2905,17
516,2336,8
232,3980,7
658,4722,17
1338,3196,25
468,5038,19
365,4440,11
621,4134,29
76,4793,31
927,2110,25
1245,4753,10
1200,4902,33
966,4998,7
891,3819,33
213,4254,26
216,4430,9
758,2362,20
311,2302,6
1072,3052,28
385,3521,6
1353,2695,22
892,3704,12
466,4981,16
808,3628,27
593,3882,31
1161,3791,31
870,1627,11
788,2834,23
319,3370,24
257,4233,8
963,2567,13
171,5146,22
793,2662,17
1288,740,7
75,4599,7
151,4003,32
348,4364,33
1036,908,13
951,364,8
1119,3327,33
105,3584,32
1347,1256,21
1028,3944,27
604,3997,23
1122,1480,31
526,4297,27
990,2532,24
1003,1932,9
1006,4924,30
105,4143,32
1350,3162,14
117,4784,8
586,2504,26
1086,224,12
676,4736,27
1231,154,14
1152,3174,17
500,4351,27
541,1854,24
668,3126,29
198,3807,28
370,2067,6
1173,2351,20
427,4110,31
1180,4003,7
668,3069,22
685,4616,9
1145,3559,20
1046,1666,12
67,1810,25
1151,1542,17
1281,3509,25
472,1478,23
385,3896,32
674,3355,23
836,2526,11
281,1274,23
503,4414,22
1168,2309,34
541,2971,6
592,2872,18
586,4472,26
1040,2474,9
554,2740,7
743,3274,8
619,4697,11
494,5129,18
1447,1436,11
322,4228,20
1082,4165,18
1172,4518,12
994,852,14
1336,337,11
1105,5067,32
1414,231,13
1092,1528,12
357,4967,34
1078,3619,23
362,2044,28
275,1138,10
941,3852,15
1166,3151,18
945,4866,9
555,5113,6
1250,2413,32
56,2468,32
994,2787,22
1227,617,9
533,2286,28
289,4110,8
1216,3585,31
380,1105,27
573,602,15
582,2824,9
1339,3215,25
1181,2158,30
462,2082,30
1233,2624,31
409,4237,26
96,4418,31
616,2829,14
337,4772,25
547,3915,29
137,654,23
834,2227,19
188,4378,12
740,2313,18
1285,3512,6
1139,1258,29
159,1893,17
365,3841,31
983,1790,12
460,3270,11
1392,1577,23
577,4282,14
323,2677,5
505,2769,28
808,4677,13
947,5059,31
947,1556,29
1185,2561,12
983,2791,17
864,1593,14
588,2850,16
1383,1383,6
944,4919,22
786,4800,24
183,2593,21
1140,3016,16
531,4461,21
1013,890,20
553,4533,13
1017,4584,12
774,4296,22
295,4594,24
1320,908,12
1320,1213,11
1001,3620,8
1256,226,9
1122,5094,22
955,3699,14
616,4932,28
1131,2060,28
763,2142,22
249,1982,12
1205,3903,26
725,3388,27
1166,2712,8
1062,4648,27
974,3257,33
829,2675,14
576,4975,24
1418,2216,9
1318,4306,29
1054,4917,33
391,3334,33
1098,2061,16
844,2960,13
487,1606,7
136,746,30
967,2432,30
930,4378,31
348,761,28
73,4398,31
548,2478,32
1002,4700,11
491,3160,19
1155,563,17
500,4288,21
910,4480,19
755,1064,11
247,3882,24
608,1662,12
63,1742,34
570,1319,24
716,1542,13
262,1468,14
922,3566,34
797,3316,16
398,1624,16
252,1524,33
718,4605,17
632,3849,24
741,1549,32
175,795,13
878,1167,11
652,2615,18
983,5097,28
752,4349,13
804,1812,28
1424,2485,19
505,3172,34
422,2094,15
1307,2625,31
650,2176,18
1219,152,16
1121,2562,27
433,873,7
1085,1247,22
1070,982,15
849,2910,20
499,1514,7
1398,3458,30
972,3364,19
551,1278,28
211,4596,30
749,2273,24
1161,2016,6
944,3947,6
842,3611,12
347,2722,19
655,2642,6
1191,322,10
1162,1986,18
167,2902,10
79,4225,26
1394,1220,18
1167,4973,11
77,4239,14
1350,3638,20
1405,2736,20
1028,2017,24
958,4986,23
806,3589,23
474,4862,20
357,5111,6
782,3943,28
1225,1077,18
1353,4290,23
1061,2764,27
75,4774,8
223,5105,8
227,4345,26
1422,2554,23
402,5174,21
1311,3815,6
581,893,7
935,2071,12
1165,3693,9
513,2003,6
992,2012,21
1231,5073,31
427,1348,20
1214,1966,11
1214,3690,19
157,1944,25
743,4426,20
62,3806,23
611,4314,26
1012,2537,9
288,4205,10
214,1584,12
404,3462,10
554,2282,13
311,3168,30
776,3281,12
1192,1226,13
1389,3930,14
582,3832,18
273,4330,7
115,1719,8
973,3121,34
551,3968,12
1322,3230,15
361,2073,30
909,4295,26
1021,3848,15
991,2320,33
833,2828,22
1292,4016,23
865,2918,15
1066,1700,14
291,3632,17
471,1743,9
292,5094,14
779,2635,6
1075,4249,19
1191,897,30
893,3977,12
182,690,14
395,1625,15
928,4155,7
1038,3642,6
1365,3458,23
599,3282,6
212,4713,33
453,3632,33
1043,2194,23
957,2599,12
1360,1595,27
1362,4097,28
1398,1376,24
213,4728,30
934,679,17
422,4474,13
992,3336,10
1233,1823,12
492,1269,9
1389,4644,7
1338,686,11
313,4966,22
136,1860,14
634,4399,32
603,3903,22
182,1455,30
917,3818,20
442,3339,30
195,1799,9
848,2113,31
352,4902,22
1359,2462,13
1290,3840,27
791,1762,18
1211,2567,22
852,1501,19
982,2543,32
158,4758,6
151,3897,28
1374,2364,11
820,510,7
666,3118,25
335,4153,19
309,3226,33
130,3061,8
167,1978,11
896,3962,32
966,4302,32
1330,2845,6
251,2151,12
258,942,15
509,2520,11
1343,3032,29
690,1937,10
1044,2562,25
877,3013,22
907,3698,10
290,4770,23
458,3822,7
570,3282,19
704,4180,21
58,2192,26
454,2346,20
350,1040,11
1362,4026,31
715,2724,24
842,3962,16
121,3760,13
469,1204,11
835,923,14
585,2517,30
1020,933,7
819,4300,19
1295,4760,25
1316,4782,17
346,3305,7
750,5109,26
184,1016,17
1236,2589,12
580,1558,25
1145,4184,10
928,2918,10
1212,3248,22
1069,3174,11
296,1539,26
640,4082,12
879,4280,16
1201,1542,28
115,3794,25
951,4003,34
1305,1608,15
1410,4000,22
337,2502,28
720,4375,29
1300,3018,25
941,1695,17
1226,4149,17
1291,901,12
746,2782,14
1203,3917,15
1151,1599,20
370,3344,8
1019,1760,6
1204,4559,14
486,3274,14
573,2334,18
227,5192,12
1361,1866,22
422,3870,24
383,4974,16
72,4174,7
259,3098,30
832,3876,34
919,4920,22
643,1457,22
755,684,6
381,1916,7
1250,4506,31
763,1608,9
1062,3539,29
352,3618,17
456,4718,32
495,5324,14
94,3786,28
356,3895,31
1427,1668,15
941,809,25
767,481,8
1424,2558,27
868,3262,10
276,5092,27
1227,2814,8
1140,1376,18
1178,705,17
448,687,6
722,3333,16
1039,2089,33
683,2701,35
414,4916,29
1079,2379,33
218,4994,6
68,4964,28
611,4312,22
1260,2181,31
1045,591,16
270,1577,14
1214,2798,7
796,3713,13
693,2652,6
842,1196,24
213,3258,28
1104,3788,27
1128,1906,28
925,2136,31
348,1530,14
974,3364,19
1044,4602,9
140,3551,15
336,4440,35
376,1430,30
662,4062,7
267,4991,30
1151,4370,31
603,5066,34
931,2701,23
691,1939,31
305,1268,25
1158,3849,29
1379,2491,10
107,2035,21
611,3775,31
1257,2136,26
1042,3391,11
1107,3335,21
575,1210,23
570,3086,32
1320,3589,21
426,1080,23
1119,2217,28
885,1252,21
322,2078,30
337,634,17
1044,1695,10
1360,2517,22
1393,1529,14
719,4950,21
1206,2029,30
966,5060,6
570,1663,10
1082,4932,8
1305,3903,10
253,1599,24
811,3457,34
998,2736,6
999,4175,7
369,1347,21
312,4122,27
612,4550,14
519,1059,28
179,869,28
494,2430,8
121,1908,9
1236,848,27
73,5110,14
172,3990,12
737,3259,12
323,3860,20
1373,2510,18
246,4330,31
1012,1695,12
460,4172,30
648,1836,25
191,3600,12
458,1731,13
925,3522,6
1193,2785,16
230,5357,25
218,836,12
463,1068,24
499,5326,20
1094,1442,16
394,1523,23
595,1285,8
539,2161,19
1089,609,7
383,3831,34
294,2180,24
478,4648,22
1390,4109,12
438,2456,14
621,3558,15
953,1681,12
1064,2099,26
1273,3721,22
1035,3254,8
680,4069,9
1387,3648,23
1036,2596,22
1257,845,21
578,4562,13
118,4099,12
522,4888,31
1148,1903,29
574,870,13
886,3007,34
341,3150,27
409,3251,13
631,3576,33
716,4730,32
105,4937,7
558,2104,24
1034,943,6
729,5119,33
167,1152,9
928,4353,34
1405,2689,29
1141,2585,30
960,4005,19
1027,4432,26
470,794,23
617,1652,34
865,3615,15
718,4328,12
759,541,8
368,3665,6
693,3506,7
1316,771,17
1099,326,22
1129,734,19
1203,637,13
1075,2233,26
620,5088,28
1396,3217,26
1305,4773,24
1324,2764,33
1010,4313,17
1024,4493,29
381,5206,29
302,998,7
855,5023,31
980,1814,6
600,4210,30
348,5085,14
199,2647,14
181,2848,20
980,3103,8
1177,3713,13
554,2144,30
580,2255,23
157,5077,29
186,4893,8
1438,1088,17
614,2963,17
820,3519,9
571,1898,27
336,2712,16
392,5061,5
1053,2676,24
1383,2143,31
849,1683,14
1332,233,7
505,2221,15
813,4623,19
1084,3687,14
840,3816,10
969,4866,31
786,1947,27
233,4168,5
785,2982,17
1294,4379,26
1268,5014,26
374,2566,6
417,4091,28
1109,3001,5
106,3834,27
354,3679,8
1346,1543,21
196,1571,32
1237,4502,15
719,4758,10
137,3811,21
510,3414,13
312,2450,35
988,2016,9
494,2666,25
760,4295,13
93,4857,20
648,4019,7
1334,3713,12
1095,1637,19
435,3263,23
462,1876,25
194,1990,18
182,1957,15
655,2677,12
400,3878,24
284,3073,22
1064,3012,29
585,4757,19
813,3660,17
947,2865,15
1289,2996,22
370,1549,11
1269,3369,22
794,2928,27
107,1749,26
1227,1666,16
606,4120,30
974,3861,28
432,1488,12
1216,2848,8
1045,3268,18
660,2813,17
853,1948,22
1367,4690,14
802,3125,8
732,4805,21
247,5176,14
1003,358,12
1136,2309,30
1211,1977,23
692,3910,20
352,3792,12
978,1133,15
1446,556,8
1118,3651,27
890,2852,34
1087,1270,12
148,1165,30
924,4088,16
1201,4136,27
483,1019,20
907,1082,21
426,1075,27
232,5101,6
1047,4530,33
1235,2144,15
352,2347,30
881,2038,29
1152,401,23
383,5132,33
1172,3280,16
951,2678,7
1305,4330,6
1468,947,22
692,648,9
1177,1506,10
1146,5048,34
832,5105,22
737,2726,17
610,3586,21
468,4159,22
556,1822,17
1198,4069,33
1097,2424,30
331,5174,16
1292,3962,17
485,4703,7
164,5044,21
317,5156,31
327,3568,19
592,4976,11
299,4777,19
539,2490,6
787,1530,24
572,1622,19
563,1450,20
1094,4925,13
535,3057,14
264,3630,27
1274,2806,29
954,626,16
1374,1574,10
578,4298,15
84,4856,16
138,1754,22
603,714,9
544,3062,29
945,3598,11
107,3333,6
773,4576,13
1001,1482,29
627,756,8
1061,3072,14
1270,4282,15
81,2909,25
326,4404,20
1018,2205,23
1310,4678,14
1160,5085,18
185,4735,13
1066,3649,24
1294,4610,9
565,2909,15
561,593,12
517,4683,25
996,2347,32
838,3090,6
941,896,24
513,4255,33
602,3502,25
1184,3563,19
1319,663,13
203,4016,34
350,2293,13
1100,4472,29
110,2245,23
548,1675,29
834,4962,31
1336,402,12
436,1356,18
716,4231,25
825,4979,10
255,5031,33
1043,3283,21
68,3095,22
1000,3359,20
297,2335,12
741,2633,14
1123,3938,7
336,3982,8
535,5114,27
654,3336,8
136,4788,21
298,2007,19
1231,2578,11
563,2863,10
216,5076,30
1174,2403,29
785,2039,30
924,4492,22
256,5189,32
1234,1294,28
825,3523,33
814,2397,23
1240,4781,7
400,4179,28
1266,3711,10
192,3264,32
271,4699,9
381,5368,14
292,4157,28
936,3936,25
346,1920,31
1270,4466,14
1056,2185,14
616,2024,9
82,3620,17
966,2464,26
455,1887,18
770,4735,10
368,1351,15
495,2608,13
810,4249,32
1199,2304,34
334,3323,24
944,4949,23
111,4573,31
1127,4132,29
801,4408,13
1064,2478,6
1150,4093,29
1166,460,30
761,1536,20
366,5034,14
816,3815,9
977,4675,22
769,1572,20
802,4312,11
840,3636,19
817,683,11
226,1582,10
1128,3888,23
1241,2962,23
668,4521,8
1145,1555,13
1180,4483,16
1175,4438,7
996,2572,10
1300,2747,9
1056,4326,33
1404,4028,8
535,4687,21
82,1925,19
1323,4697,27
268,5258,14
91,3158,8
494,4125,26
310,4962,21
289,2676,8
1230,4041,18
606,3904,24
1410,2411,13
1218,1071,29
124,2998,23
1275,3825,20
815,1509,14
512,1362,10
1102,2779,12
1076,2308,12
346,4368,7
706,4806,7
1156,5070,16
620,4188,9
234,4188,16
1226,4027,32
507,3206,16
1120,2442,31
684,1959,10
560,1138,27
1357,4333,7
1126,3894,8
882,2169,32
492,1174,31
999,4025,11
1086,1546,32
591,2973,13
1343,1693,30
504,1050,8
563,5047,10
240,2677,11
1160,495,12
773,2300,29
295,3582,30
308,4738,27
456,3215,10
207,3238,14
397,5052,22
481,1961,27
839,4253,20
804,1998,8
525,3043,21
68,3762,23
756,4477,10
490,2054,30
970,3789,24
90,4353,11
355,4210,17
850,3895,16
979,1751,22
1005,3368,22
888,3362,28
259,5112,22
427,4164,24
1107,556,13
1434,1059,20
560,2878,17
1307,2821,13
1302,2387,31
624,2708,23
733,4855,16
223,4075,33
843,3696,8
103,1011,23
893,1248,13
60,4818,18
1202,3631,17
1134,1937,34
1419,2048,9
658,5107,20
1065,4101,16
1115,4711,11
1371,2711,30
497,2849,13
723,2001,8
228,1452,25
1357,1404,31
561,2681,19
576,4780,18
1255,4986,7
1234,3940,19
782,3947,19
912,1859,25
138,3413,25
1110,170,9
1147,4068,24
165,4039,25
179,3208,29
1101,4516,15
948,1776,18
348,5102,21
421,738,12
576,4449,15
981,2230,25
1307,1258,32
180,3700,6
1196,4001,23
1454,3164,15
1175,4338,15
484,1410,8
390,4809,31
1132,1463,14
179,2977,32
433,848,9
784,989,22
1304,1192,20
394,3082,20
370,2342,29
704,3383,10
511,4699,8
277,1463,28
746,4672,22
1323,4329,14
388,4987,10
815,360,6
572,4928,34
1137,4085,30
762,3490,14
777,2172,30
749,4467,8
1009,2178,6
1340,4139,23
1186,5003,26
798,4374,29
637,3268,32
65,4802,22
114,4146,13
323,3304,6
446,3615,30
995,2721,17
992,1513,24
902,3643,20
661,1934,21
171,1216,23
1272,199,14
439,2596,26
611,3003,6
577,1948,19
390,4485,17
1145,2788,33
854,1750,13
179,4016,6
695,4260,21
79,3591,18
458,1289,8
346,2690,23
1316,174,21
834,2658,8
485,1083,17
588,3943,18
592,3369,18
941,998,15
878,1016,13
444,2409,17
552,1822,17
874,1260,22
909,4945,18
541,4721,14
1120,350,12
410,4122,20
1307,3807,31
1029,3261,22
67,5071,15
1161,4504,10
362,2348,32
725,2436,7
1337,3136,14
141,4190,9
1044,2147,14
914,3680,10
149,3970,19
1291,1532,12
1445,1719,20
1087,2452,27
1252,4761,11
776,2716,22
739,1312,12
531,3344,7
238,4573,32
229,2343,19
585,3464,24
678,1653,7
1311,2826,12
274,1333,19
1028,1729,34
734,3259,17
784,4127,22
1172,3867,27
988,4308,33
1067,2898,33
1282,1831,19
344,5000,30
186,867,15
553,2902,13
936,1459,20
772,4248,6
125,2264,19
630,1567,29
419,4116,33
436,4976,13
622,2984,17
150,5188,33
1236,3402,20
1047,5010,11
158,4812,7
1145,2323,15
1347,3034,16
1126,3299,26
1252,3863,20
877,1104,25
599,1263,7
590,3813,20
242,5268,17
918,4545,28
475,1384,14
844,1602,19
601,1019,13
171,1599,8
67,4173,6
1269,3009,34
714,5082,28
1067,4072,10
872,711,13
780,3356,5
76,4917,33
1193,1801,15
228,3235,29
1134,3154,24
999,1755,28
1033,1558,5
190,3340,6
1124,3692,31
561,2125,23
1346,133,22
770,940,8
326,756,28
1390,3670,22
1345,4488,15
772,1314,10
182,1931,30
904,1770,30
520,470,22
965,728,10
146,4333,25
1145,3916,24
217,5170,30
1384,4280,8
598,3789,18
634,4222,27
651,4013,6
266,1664,21
1165,3853,33
619,3825,22
941,3742,25
1254,3849,34
1266,1456,32
493,4839,23
1328,2376,24
788,1338,14
1077,3687,7
1394,4697,24
216,2839,23
415,3550,15
314,3870,29
657,4500,34
1214,3053,13
240,5312,16
1235,1660,15
112,1041,30
104,3589,28
678,2768,30
66,3136,26
1106,4586,31
1109,1626,25
1311,272,17
1079,4628,34
694,4669,18
583,2640,26
74,1838,26
80,5500,17
1150,3610,7
716,640,18
858,3590,15
1199,1973,7
897,4382,17
69,5160,31
372,1892,10
1158,4422,28
233,4189,16
738,1893,32
663,1934,21
322,1234,18
754,4799,18
658,3287,13
428,1572,14
760,2566,16
1096,3676,23
776,5062,27
808,950,29
1161,4607,5
934,2064,10
582,2378,18
1369,1627,9
934,1003,21
1162,3550,32
448,3038,12
673,1732,28
384,3910,9
1057,1896,30
281,1322,8
476,1185,13
1173,1247,28
197,802,8
1348,3393,13
86,5106,18
785,3673,32
143,4007,16
1285,3953,29
888,3496,7
176,5029,14
116,3731,29
1223,3818,29
634,4581,25
1424,2040,7
994,4178,7
287,3158,31
772,4711,28
1434,556,17
346,2247,13
974,2579,20
481,4246,12
801,949,22
928,4146,14
523,1745,33
1205,3829,9
641,2960,20
688,690,28
426,4226,7
828,1581,21
432,608,10
195,1723,22
998,3439,7
861,3495,33
802,1978,17
246,2602,14
332,923,25
1141,3190,16
1393,1902,30
1008,2909,31
276,3570,27
1329,4673,16
1144,1930,29
1210,3420,28
805,3142,21
1006,2516,32
614,2778,11
914,2265,27
170,1257,14
1438,2395,6
1343,5093,23
341,3365,29
1409,3752,12
315,2611,7
471,1901,23
1224,2128,6
506,2508,19
124,3320,14
1362,3977,20
683,1859,34
320,3111,25
197,3214,10
538,4741,15
419,1910,15
337,3219,17
1352,1773,24
601,5044,32
163,4257,16
1200,3654,18
467,557,27
110,2907,14
1381,3521,7
1040,988,8
